,artist,description,height,image,price,size,title,url_id,width,area,price_sqin,price_class,avg_r_value,avg_g_value,avg_b_value,avg_hue,avg_saturation,avg_value
46,tom reed,"This is the incredible Cerro Torre, A granite spire in Southern Argentina that rises almost a mile from the valley below, evoking awe in all who make the pilgrimage to see it. I was lucky to find this bonsai lenga tree on the terminal moraine to provide just the right foreground for this composition.",20.0,http://ecx.images-amazon.com/images/I/51UqnMyT7wL._QL70_.jpg,320.0,"[u'20', u'16', u'0.1 in.']","El Torre y la Lenga,",B00NNA0UA4,16.0,320.0,1.0,2.0,91.6623613232,87.758697201,84.9140661578,16.8757099237,36.667648855,91.7092519084
47,rolfe horn,,10.0,http://ecx.images-amazon.com/images/I/51BMSc7xi5L._QL70_.jpg,800.0,"[u'10', u'10', u'0.25 in.']","Redwoods, Study 27, Oakland Hills, CA 2008,",B00E7GXGOA,10.0,100.0,8.0,3.0,155.332476,153.929072,151.707112,39.673688,11.040008,156.251464
48,jurgita gerlikaite,"This cactus flower blossomed very quickly and unexpectedly whilst hidden behind a curtain in my home. When discovered in full bloom, everyone marveled at its elegance and grace and predicted a happy and successful year, as such beauty can only be a bearer of luck and joy.",18.0,http://ecx.images-amazon.com/images/I/51gf2vGo%2BVL._QL70_.jpg,288.0,"[u'18', u'24 in.']","Meditation II,",B016VGM6TO,24.0,432.0,0.666666666667,1.0,125.209968,112.686213333,131.945722667,136.408282667,68.9426933333,132.130346667
49,liz wade,"A rare view of the Northern Lights appearing over Mt. Hood, underneath the Milky Way. Seen from Trillium Lake.",18.0,http://ecx.images-amazon.com/images/I/51dAtdoNMnL._QL70_.jpg,215.0,"[u'18', u'12', u'0.1 in.']","Northern Lights & Galaxy over Mt. Hood,",B0182488IG,12.0,216.0,0.99537037037,1.0,50.0911351351,47.010990991,64.163957958,107.654048048,119.887393393,71.8551291291
50,helmut newton,"A rare and extraordinary pre 1985 original photo from the celebrated Helmut Newton. This is one of his most stylish and iconic images. The print is unsigned but comes with a Certificate of Authenticity, signed by Newton's former agent in the USA, and agreed by settlement with the Helmut Newton Estate.",16.0,http://ecx.images-amazon.com/images/I/51XAjCENe-L._QL70_.jpg,3200.0,"[u'16', u'20 in.']","Saddle II,",B016V8TBVI,20.0,320.0,10.0,4.0,101.008556886,101.008556886,101.008556886,0.0,0.0,101.008556886
51,bruce lefavor,"Brilliant images on stark black background that offer a contemporary look to any office, kitchen, restaurant, living room.",17.0,http://ecx.images-amazon.com/images/I/41FisZKPXAL._QL70_.jpg,225.0,"[u'17', u'17in']","Morels,",B00U1ZNFBA,17.0,289.0,0.778546712803,1.0,30.781372,26.396552,20.589556,6.194304,27.983232,30.865704
52,terri garland,"Oversize print from the Series, Katrina Bibles and Prayer Books, Signed, titled and dated print verso. Matted. Images of decaying Bibles found on the floors of flooded churchs in New Orleans nearly 2 years following Hurricane Katrina.",16.0,http://ecx.images-amazon.com/images/I/51m2Lq-0hWL._QL70_.jpg,1500.0,"[u'16', u'11.5 in.']","Insulated Bible,",B00R51UMC8,11.5,184.0,8.15217391304,3.0,69.7887878788,68.1158071625,66.6603030303,57.3411955923,77.5305730028,71.6212121212
53,mike grandmaison,"'Shimmering Waters by Mike Grandmaison Killarney Provincial Park, Ontario. Canada Water is essential to life on earth but it is also important aesthetically as a source of beauty and wonder. It is restorative and likely an important reason why we favor holidays near water. A slight breeze caused the sunlight to shimmer in the crystal-clear waters of Georgian Bay, creating a kaleidoscope of colors and pattern for the artist's palette. From my book 'Mike Grandmaison's Ontario' (2015). Giclé photographic print Printed on Hahnemühle German Etching fine art archival paper Laminated Signed & numbered, limited to 10 Certificate of Authenticity included All materials are archival Prints are securely packed and rolled into a wide tube for safe shipping. Insured courier service is included for all patrons.",26.0,http://ecx.images-amazon.com/images/I/61in490KloL._QL70_.jpg,1850.0,"[u'26', u'40', u'0.1 in.']","'Shimmering Waters by Mike Grandmaison,",B01E3MS994,40.0,1040.0,1.77884615385,2.0,112.764036145,94.4997349398,65.0555903614,37.916373494,120.939114458,115.547554217
54,"edmondson, paul","The cure for the common poster. Our high quality open edition digital art prints (giclées) are redefining what was traditionally the poster market. Available in pre-set standard sizes on paper or canvas, our Budget Editions (BED) collection is aggressively priced to meet your budget needs and offers the fresh, sophisticated imagery that is distinctively Grand Image. Please note, all prints are on loose paper, unmounted, and have an additional 1 inch trim border.",20.0,http://ecx.images-amazon.com/images/I/61kcxQKPSrL._QL70_.jpg,56.0,"[u'20', u'20in.']",Sea Grasses 1 (paper),B0147U6JIU,20.0,400.0,0.14,0.0,175.596164,181.119724,136.555028,52.183048,91.403576,183.363908
55,william wegman,Digital pigment print on Somerset Velvet Enhanced paper,39.5,http://ecx.images-amazon.com/images/I/419tJhKsUqL._QL70_.jpg,4000.0,"[u'39.5', u'33.5 in.']","Evergreen,",B00F0WF7C4,33.5,1323.25,3.02286038164,3.0,39.348974478,53.3369234339,43.1700185615,64.1666450116,169.600264501,54.9405707657
56,liz wade,A mirror image reflection in the water of the Vancouver BC skyline.,11.0,http://ecx.images-amazon.com/images/I/51VaK6G9ciL._QL70_.jpg,205.0,"[u'11', u'14 in.']","Vancouver BC Skyline,",B00MGHE0YM,14.0,154.0,1.33116883117,2.0,175.669077333,180.008496,189.550858667,104.774608,21.180704,190.127269333
57,katherine gendreau,"Dusk falls on a foggy evening at Cannon Beach, Oregon.",16.0,http://ecx.images-amazon.com/images/I/41G%2Bkx28T6L._QL70_.jpg,200.0,"[u'16', u'24 in.']","Cannon Beach in Fog,",B00MBQUI4O,24.0,384.0,0.520833333333,1.0,109.600900901,123.318198198,170.806444444,113.441843844,95.6581081081,170.812600601
58,rebecca plotnick,"Stained glass ceiling at Printemps in Paris, France.",16.0,http://ecx.images-amazon.com/images/I/61oeW1gtn8L._QL70_.jpg,200.0,"[u'16', u'24 in.']","Paris Blues,",B00EZH3DH6,24.0,384.0,0.520833333333,1.0,93.4942882883,95.3926846847,100.729717718,72.5672192192,126.423867868,115.389675676
59,jean-michel berts,"Jean-Michel Berts collects the essence of cities. His glance reminds us the grandeur of civilizations. From Paris to New York or Venice to Berlin and Jerusalem, through his eyes these sublimated cities take a poetic, ethereal and dreamlike value. His unique vision of mystifying light compliments the carbon pigment's rich deep blacks and infinitely subtle tonal variations. The tactile surface quality of the prints pays homage to the handcrafted beauty of the early twentieth century Pictorialist movement. All prints in the carbon ink series come in an edition of 5. These are selectively chosen works by the artist only available through Sous Les Etoiles Gallery.",16.0,http://ecx.images-amazon.com/images/I/41vD9Br90cL._QL70_.jpg,2600.0,"[u'16', u'23 in.']","New York Gapstow Bridge,",B00JFFY47Q,23.0,368.0,7.0652173913,3.0,74.5868856305,74.5868856305,74.5868856305,0.0,0.0,74.5868856305
60,mike grandmaison,"'Billowing Clouds and Horses' by Mike Grandmaison Consort, Alberta. Canada My interest in B&W goes back to my humble beginnings. Upon purchasing my first camera in 1976, I began to seek out bookstores, magazine stands and libraries in search of anything that might help me better understand the medium of photography. Amongst my very first and, most profound influences, was Brett Weston, son of legendary Edward Weston. His work would inform my own sense of form and composition. Brett had an uncanny ability to select appropriate subjects and create truly stunning black & white images. I particularly enjoyed his abstract, high contrast intimate views of both the natural and man-made worlds. He was a true master of B&W photography. This image of a group of 'seemingly' wild horses atop a high prairie bluff dwarfed by a mass of ominous billowing clouds reminds me somewhat of Brett's work. Giclé photographic print Printed on Hahnemühle Photo Rag Pearl fine art archival paper Laminated Signed & numbered, limited to 25 Certificate of Authenticity included All materials are archival Prints are securely packed and rolled into a wide tube for safe shipping. Insured courier service is included for all patrons.",16.0,http://ecx.images-amazon.com/images/I/51sufNm%2B6SL._QL70_.jpg,700.0,"[u'16', u'24', u'0.1 in.']","'Billowing Clouds and Horses' by Mike Grandmaison,",B01E3MT5CY,24.0,384.0,1.82291666667,2.0,82.4940718563,82.4956047904,82.503748503,0.640479041916,0.244760479042,82.5055688623
61,shahrokh hatami,Signed on verso.,14.0,http://ecx.images-amazon.com/images/I/51TadLUCyXL._QL70_.jpg,4500.0,"[u'14', u'11 in.']","Coco Chanel,",B00E3IELZ0,11.0,154.0,29.2207792208,4.0,156.28299,151.51593,146.843975,15.366665,27.63847,156.287505
62,jean-michel berts,"Jean-Michel Berts collects the essence of cities. His glance reminds us the grandeur of civilizations. From Paris to New York or Venice to Berlin and Jerusalem, through his eyes these sublimated cities take a poetic, ethereal and dreamlike value. His unique vision of mystifying light compliments the carbon pigment's rich deep blacks and infinitely subtle tonal variations. The tactile surface quality of the prints pays homage to the handcrafted beauty of the early twentieth century Pictorialist movement. All prints in the carbon ink series come in an edition of 5. These are selectively chosen works by the artist only available through Sous Les Etoiles Gallery.",21.0,http://ecx.images-amazon.com/images/I/51iL60GeNRL._QL70_.jpg,2600.0,"[u'21', u'15.5 in.']","New York Porto Rico,",B00JFFXSF0,15.5,325.5,7.98771121352,3.0,47.0649732262,47.0649732262,47.0649732262,0.0,0.0,47.0649732262
63,astro de sagun,,10.0,http://ecx.images-amazon.com/images/I/61-wCulM0VL._QL70_.jpg,49.0,"[u'10', u'15 in.']","Death of Icarus,",B0172HWRRM,15.0,150.0,0.326666666667,0.0,78.6986906907,78.996,70.4472432432,44.4258318318,68.9030510511,83.8006366366
64,tom chambers,"With time, adolescents begin to abandon the natural, untamed state of childhood for the artificial pretenses of adulthood. After my own daughter's arrival at the complexities of her sixteenth milestone, this juxtaposition captured my attention.",14.0,http://ecx.images-amazon.com/images/I/61TrfMTwzeL._QL70_.jpg,750.0,"[u'14', u'14 in']","Once Bitten, Twice Shy,",B00E3CDXNC,14.0,196.0,3.82653061224,3.0,96.586788,82.08888,69.558304,20.059128,105.976644,96.748664
65,robert doisneau,"Signed in ink on lower right on recto. Titled, dated and initialed in ink on verso.",12.0,http://ecx.images-amazon.com/images/I/51bYl8GNTgL._QL70_.jpg,6000.0,"[u'12', u'15.75 in.']","Picasso et Francoise Gilot,",B00E59DF5E,15.75,189.0,31.746031746,4.0,144.056644211,143.194075789,142.084484211,61.7677473684,6.06277473684,144.057654737
66,bruce mozert,Signed in pencil on print verso. Mozert produced these works from 1940-1970.,8.0,http://ecx.images-amazon.com/images/I/512D8wkLCvL._QL70_.jpg,1400.0,"[u'8', u'10 in.']",Silver Springs Underwater (Magic Carpet Holding Hands),B00WRLFPEG,10.0,80.0,17.5,4.0,64.3522410256,64.3522410256,64.3522410256,0.0,0.0,64.3522410256
67,darwin wiggett,"Horsehoe Lake, Jasper National Park, Alberta. Darwin is one of Canada's best known photographers and has literally thousands of magazine and book credits to his name. Winner of the prestigious Travel Photographer of the Year in 2008, Darwin lives in Canada's Rocky Mountains, the scene for much of his work.",12.0,http://ecx.images-amazon.com/images/I/51-BRRM9kUL._QL70_.jpg,288.0,"[u'12', u'18 in.']","Water Abstracts,",B016VGI92M,18.0,216.0,1.33333333333,2.0,88.5340960961,144.769621622,172.674888889,99.4674954955,156.050924925,172.690636637
68,nicholas bell,"Title: ""Bridge and Willow"" Image Size: 10 x 10 / print only / limited edition of 50 prints Printed with a border. This is a black and white archival pigment print made on Canson Baryta Photographique Paper, a museum quality paper with a satin finish. Comes signed, dated, and numbered on the back with COA. Ships flat and carefully packaged for safe delivery.",10.0,http://ecx.images-amazon.com/images/I/41N6-1fFH%2BL._QL70_.jpg,220.0,"[u'10', u'10 in.']","Bridge and Willow,",B00DPY342Y,10.0,100.0,2.2,3.0,139.31326,139.31326,139.31326,0.0,0.0,139.31326
69,nathan benn,"Available in 12x17.5 (17x22 Total Paper Size) = $2,350 Unframed 15x21 (18x24 Total Paper Size) = $2900 9x13 (11x17 Total Paper Size) = $1,500 Unframed",17.0,http://ecx.images-amazon.com/images/I/51tdQQXy1qL._QL70_.jpg,2350.0,"[u'17', u'22', u'0.1 in.']","Aerial Mosquito Attack, Collier County, Florida, 1981,",B00TA6OQIW,22.0,374.0,6.28342245989,3.0,61.7620116959,62.3838245614,61.3918654971,86.4795789474,109.575532164,71.2722105263
